1000.000000	84.372436
999.000000	84.309248
998.000000	84.346377
997.000000	84.336646
996.000000	84.365428
995.000000	84.450560
994.000000	84.513472
993.000000	84.536813
992.000000	84.490558
991.000000	84.535964
990.000000	84.533855
989.000000	84.504376
988.000000	84.523669
987.000000	84.337968
986.000000	84.333903
985.000000	84.409059
984.000000	84.342631
983.000000	84.373059
982.000000	84.390826
981.000000	84.338924
980.000000	84.339614
979.000000	84.377492
978.000000	84.306719
977.000000	84.251633
976.000000	84.231214
975.000000	84.330785
974.000000	84.296370
973.000000	84.348114
972.000000	84.264498
971.000000	84.472575
970.000000	84.519876
969.000000	84.532759
968.000000	84.516547
967.000000	84.683472
966.000000	84.742366
965.000000	84.790107
964.000000	84.945416
963.000000	85.017388
962.000000	85.223782
961.000000	85.201255
960.000000	85.399729
959.000000	85.498040
958.000000	85.741041
957.000000	85.849131
956.000000	86.124532
955.000000	86.241059
954.000000	86.402342
953.000000	86.650683
952.000000	86.875998
951.000000	87.126330
950.000000	87.251994
949.000000	87.515427
948.000000	87.743743
947.000000	87.915648
946.000000	88.076067
945.000000	88.321944
944.000000	88.585275
943.000000	88.725560
942.000000	88.914663
941.000000	89.074563
940.000000	89.243613
939.000000	89.325601
938.000000	89.562107
937.000000	89.581575
936.000000	89.692814
935.000000	89.762501
934.000000	89.855147
933.000000	89.843446
932.000000	89.843647
931.000000	89.735652
930.000000	89.634902
929.000000	89.498064
928.000000	89.363754
927.000000	89.199333
926.000000	88.896671
925.000000	88.688355
924.000000	88.275731
923.000000	87.911035
922.000000	87.458648
921.000000	87.044634
920.000000	86.579533
919.000000	86.049262
918.000000	85.488562
917.000000	84.797551
916.000000	84.154556
915.000000	83.414642
914.000000	82.686487
913.000000	81.893230
912.000000	81.097010
911.000000	80.241434
910.000000	79.412309
909.000000	78.530694
908.000000	77.582286
907.000000	76.697647
906.000000	75.823625
905.000000	74.886570
904.000000	73.857228
903.000000	72.834078
902.000000	71.786158
901.000000	70.814030
900.000000	69.841900
899.000000	68.772944
898.000000	67.869701
897.000000	66.948666
896.000000	65.941716
895.000000	65.007955
894.000000	64.056308
893.000000	63.061825
892.000000	62.203123
891.000000	61.321637
890.000000	60.447995
889.000000	59.664640
888.000000	58.877931
887.000000	58.122454
886.000000	57.416851
885.000000	56.705598
884.000000	56.053903
883.000000	55.345297
882.000000	54.749254
881.000000	54.174990
880.000000	53.560021
879.000000	53.076556
878.000000	52.536726
877.000000	52.047120
876.000000	51.672439
875.000000	51.333598
874.000000	50.973003
873.000000	50.643150
872.000000	50.406424
871.000000	50.231430
870.000000	49.959625
869.000000	49.758216
868.000000	49.623003
867.000000	49.551418
866.000000	49.527709
865.000000	49.503828
864.000000	49.506953
863.000000	49.672623
862.000000	49.821433
861.000000	49.938327
860.000000	49.681047
859.000000	49.640832
858.000000	49.994320
857.000000	50.332952
856.000000	50.728297
855.000000	51.219347
854.000000	51.680226
853.000000	52.242884
852.000000	52.860989
851.000000	53.509285
850.000000	54.211735
849.000000	54.999771
848.000000	55.815786
847.000000	56.666739
846.000000	57.587848
845.000000	58.576648
844.000000	59.568727
843.000000	60.657519
842.000000	61.763569
841.000000	62.918267
840.000000	64.132045
839.000000	65.450110
838.000000	66.728178
837.000000	68.052360
836.000000	69.417551
835.000000	70.764977
834.000000	72.159957
833.000000	73.563066
832.000000	74.939973
831.000000	76.360615
830.000000	77.730492
829.000000	79.103461
828.000000	80.386941
827.000000	81.637159
826.000000	82.778197
825.000000	83.931800
824.000000	84.973053
823.000000	85.897738
822.000000	86.663544
821.000000	87.466506
820.000000	88.040604
819.000000	88.648184
818.000000	89.006633
817.000000	89.284481
816.000000	89.397814
815.000000	89.497416
814.000000	89.387720
813.000000	89.257868
812.000000	89.031009
811.000000	88.767780
810.000000	88.330464
809.000000	87.881022
808.000000	87.494892
807.000000	86.970725
806.000000	86.487065
805.000000	85.920811
804.000000	85.422554
803.000000	84.924700
802.000000	84.493615
801.000000	84.019179
800.000000	83.683336
799.000000	83.298360
798.000000	83.024525
797.000000	82.760170
796.000000	82.588666
795.000000	82.410204
794.000000	82.374405
793.000000	82.292938
792.000000	82.307376
791.000000	82.315925
790.000000	82.291000
789.000000	82.231986
788.000000	82.240559
787.000000	82.035018
786.000000	81.834965
785.000000	81.370589
784.000000	80.865094
783.000000	80.087635
782.000000	79.130140
781.000000	77.847910
780.000000	76.282661
779.000000	74.380757
778.000000	72.218475
777.000000	69.796524
776.000000	67.058210
775.000000	64.039584
774.000000	60.876639
773.000000	57.434095
772.000000	54.048411
771.000000	50.494135
770.000000	46.924146
769.000000	43.392898
768.000000	40.006208
767.000000	36.748035
766.000000	33.659742
765.000000	30.713122
764.000000	28.001305
763.000000	25.475666
762.000000	23.180981
761.000000	21.041667
760.000000	19.068971
759.000000	17.303864
758.000000	15.729909
757.000000	14.295398
756.000000	13.019568
755.000000	11.857965
754.000000	10.831882
753.000000	9.899333
752.000000	9.069947
751.000000	8.298637
750.000000	7.631236
749.000000	7.012928
748.000000	6.461439
747.000000	5.957116
746.000000	5.519542
745.000000	5.111416
744.000000	4.735163
743.000000	4.397600
742.000000	4.124670
741.000000	3.846299
740.000000	3.598407
739.000000	3.369426
738.000000	3.158801
737.000000	2.976511
736.000000	2.809584
735.000000	2.649987
734.000000	2.508914
733.000000	2.377366
732.000000	2.257177
731.000000	2.146701
730.000000	2.040238
729.000000	1.957281
728.000000	1.867959
727.000000	1.779075
726.000000	1.709667
725.000000	1.635860
724.000000	1.594629
723.000000	1.533023
722.000000	1.482491
721.000000	1.446152
720.000000	1.399675
719.000000	1.359758
718.000000	1.315441
717.000000	1.294067
716.000000	1.258709
715.000000	1.234762
714.000000	1.221863
713.000000	1.199960
712.000000	1.190700
711.000000	1.181796
710.000000	1.157486
709.000000	1.146352
708.000000	1.159019
707.000000	1.153218
706.000000	1.151277
705.000000	1.162960
704.000000	1.163779
703.000000	1.184166
702.000000	1.201985
701.000000	1.223491
700.000000	1.253038
699.000000	1.285078
698.000000	1.324103
697.000000	1.363263
696.000000	1.426688
695.000000	1.486164
694.000000	1.558582
693.000000	1.656105
692.000000	1.760496
691.000000	1.886351
690.000000	2.036481
689.000000	2.218001
688.000000	2.436995
687.000000	2.701759
686.000000	3.063143
685.000000	3.522051
684.000000	4.134350
683.000000	4.986469
682.000000	6.225036
681.000000	8.083991
680.000000	10.719781
679.000000	14.200691
678.000000	18.411593
677.000000	22.994707
676.000000	27.673898
675.000000	32.174940
674.000000	36.149034
673.000000	39.076556
672.000000	40.290270
671.000000	39.002742
670.000000	35.511464
669.000000	30.374978
668.000000	24.504789
667.000000	18.699348
666.000000	13.470797
665.000000	9.396116
664.000000	6.639313
663.000000	4.840239
662.000000	3.673541
661.000000	2.878414
660.000000	2.311411
659.000000	1.888210
658.000000	1.577969
657.000000	1.328763
